time,id
225124,72c8970c
225126,e2889a0c
225129,e282200c
225134,0cdc290b
225341,ba71033c
225342,45880daa
225348,3274440c
225350,d2f3fb0b
225352,e2ae200c
225357,8262f20b
225644,3274440c
225650,d2f3fb0b
225654,e2ae200c
225658,8262f20b
225704,0cdc290b
225824,45880daa
225826,ba71033c
225830,3274440c
225833,d2f3fb0b
225835,e2ae200c
230005,ba71033c
230008,45880daa
230016,3274440c
230019,d2f3fb0b
230023,e2ae200c
230030,8262f20b
230035,0cdc290b
230040,e282200c
230104,ba71033c
230106,45880daa
230111,e282200c
230113,0cdc290b
230116,8262f20b
230119,e2ae200c
230120,3274440c
230124,d2f3fb0b
230127,e2889a0c
230142,45880daa
230150,ba71033c
230214,45880daa
230224,e282200c
230315,ba71033c
230316,45880daa
230322,e282200c
230325,0cdc290b
230336,8262f20b
230641,8262f20b
230643,e282200c
230646,0cdc290b
230649,e2ae200c
230651,3274440c
230653,d2f3fb0b
230655,72c8970c
230657,2275f70b
230726,45880daa
230727,ba71033c
230804,ba71033c
230806,45880daa
230829,45880daa
230830,ba71033c
230844,ba71033c
230845,45880daa
230901,45880daa
230904,ba71033c
230934,8262f20b
230936,e282200c
230937,0cdc290b
230941,e2ae200c
230944,3274440c
231032,45880daa
231151,8262f20b
231154,e282200c
231158,0cdc290b
231200,e2ae200c
231202,3274440c
231205,d2f3fb0b
231212,d2f3fb0b
231219,8262f20b
231245,8262f20b
231248,e282200c
231252,0cdc290b
231310,8262f20b
231312,e282200c
231315,0cdc290b
231317,e2ae200c
231322,3274440c
231325,d2f3fb0b
231329,72c8970c
231332,2275f70b
231411,ba71033c
231412,45880daa
231416,3274440c
231418,d2f3fb0b
231420,72c8970c
231436,3274440c
231437,d2f3fb0b
231439,2275f70b
231442,72c8970c
231518,3274440c
231520,d2f3fb0b
231525,2275f70b
231530,72c8970c
231534,e2ae200c
231538,8262f20b
231541,0cdc290b
231545,e282200c
231547,324bfa0b
231551,b27d1f0c
231656,e2889a0c
231700,1249fb0b
231702,72c8970c
231706,2275f70b
231711,d2f3fb0b
231714,3274440c
231717,e2ae200c
231719,8262f20b
231804,0cdc290b
231805,e282200c
231807,324bfa0b
231810,b27d1f0c
231813,8262f20b
231815,e2ae200c
231817,3274440c
231837,3274440c
231839,d2f3fb0b
231842,2275f70b
231844,72c8970c
231847,1249fb0b
231849,e2889a0c
231853,e2ae200c
231857,8262f20b
231904,e2889a0c
231927,e2889a0c
231929,8262f20b
231931,b27d1f0c
231933,324bfa0b
231936,e282200c
231938,0cdc290b
231940,e2ae200c
232020,e2ae200c
232022,1249fb0b
232023,72c8970c
232025,2275f70b
232028,d2f3fb0b
232031,3274440c
232033,0cdc290b
232035,e282200c
232049,e2889a0c
232051,8262f20b
232056,d2f3fb0b
232103,d2f3fb0b
232130,d2f3fb0b
232137,2275f70b
232144,2275f70b
232159,2275f70b
232230,2275f70b
232233,d2f3fb0b
232236,72c8970c
232239,1249fb0b
232241,e2ae200c
232245,0cdc290b
232248,3274440c
232315,2275f70b
232317,d2f3fb0b
232319,72c8970c
232323,1249fb0b
232337,e2ae200c
232343,2275f70b
232411,45880daa
232413,ba71033c
232537,2275f70b
232543,0cdc290b
232545,0cdc290b
232548,3274440c
232550,e282200c
232552,324bfa0b
232554,b27d1f0c
232616,e2889a0c
232619,8262f20b
232621,1249fb0b
232625,72c8970c
232628,d2f3fb0b
232630,e2ae200c
233033,2275f70b
233036,0cdc290b
233037,3274440c
233040,e282200c
233042,324bfa0b
233045,324bfa0b
233049,d2f3fb0b
233056,e282200c
233103,b27d1f0c
233107,e2889a0c
233109,8262f20b
233112,1249fb0b
233123,1249fb0b
233130,1249fb0b
233247,0cdc290b
233314,2275f70b
233323,0cdc290b
233403,2275f70b
233405,0cdc290b
233408,3274440c
233411,324bfa0b
233414,e2ae200c
233416,e282200c
233419,b27d1f0c
233422,e2889a0c
233548,e2889a0c
233600,e2889a0c
234435,d2f3fb0b
234437,72c8970c
234440,1249fb0b
234444,8262f20b
234448,2275f70b
234454,0cdc290b
234515,3274440c
234518,3274440c
234642,d2f3fb0b
234644,72c8970c
234646,1249fb0b
234651,8262f20b
234653,2275f70b
234749,e2889a0c
234752,e282200c
234754,e282200c
234755,b27d1f0c
234758,e2ae200c
234800,324bfa0b
234917,d2f3fb0b
234922,72c8970c
234926,1249fb0b
234931,8262f20b
235115,8262f20b
235119,d2f3fb0b
235122,72c8970c
235125,1249fb0b
235131,2275f70b
235151,1249fb0b
235156,e2ae200c
235159,b27d1f0c
235201,e282200c
235204,e2889a0c
235323,b27d1f0c
235417,b27d1f0c
235418,e2ae200c
235420,e282200c
235812,b27d1f0c
235814,e2ae200c
235817,e282200c
235821,72c8970c
235824,d2f3fb0b
235909,d2f3fb0b
235911,72c8970c
235913,b27d1f0c
235916,d2f3fb0b
235918,e282200c
235921,8262f20b
235942,d2f3fb0b
235944,72c8970c
235946,b27d1f0c
235949,e2ae200c
235950,e282200c
235952,8262f20b
235954,2275f70b
235956,0cdc290b
235958,3274440c
000000,324bfa0b
000003,e2889a0c
000006,1249fb0b
000014,1249fb0b
000016,e2889a0c
000019,324bfa0b
000026,d2f3fb0b
000027,72c8970c
000028,b27d1f0c
000034,8262f20b
000036,2275f70b
000038,0cdc290b
000039,3274440c
000211,e2ae200c
001524,3274440c
001526,0cdc290b
001528,2275f70b
001533,8262f20b
001535,e282200c
001540,8262f20b
001618,8262f20b
003323,b27d1f0c
003325,72c8970c
003326,d2f3fb0b
003329,1249fb0b
003332,e2889a0c
010014,e2889a0c
010016,324bfa0b
010020,e2ae200c
010025,8262f20b
010127,e2889a0c
010130,324bfa0b
010132,e2ae200c
010135,8262f20b
010138,2275f70b
010140,0cdc290b
010144,3274440c
010156,e2889a0c
010509,e282200c
010513,e2889a0c
010522,e2889a0c
010630,3274440c
010634,0cdc290b
010637,e2889a0c
010642,e282200c
010644,324bfa0b
010701,e2ae200c
010707,2275f70b
010921,e2889a0c
010924,324bfa0b
010928,e282200c
010931,e2ae200c
010934,8262f20b
010937,3274440c
010939,2275f70b
010941,0cdc290b
010953,1249fb0b
011005,0cdc290b
011059,0cdc290b
011101,e282200c
011105,e2889a0c
011152,0cdc290b
011154,e282200c
011155,e2889a0c
011157,324bfa0b
011200,e2ae200c
011203,8262f20b
011207,3274440c
011254,e282200c
011256,0cdc290b
011302,e2889a0c
011306,324bfa0b
011452,e282200c
011628,e282200c
011630,0cdc290b
011633,e2889a0c
011636,324bfa0b
013129,b27d1f0c
013131,72c8970c
013134,d2f3fb0b
013137,1249fb0b
013140,2275f70b
013142,3274440c
013315,324bfa0b
013317,e2889a0c
013319,0cdc290b
013321,e282200c
013324,e2ae200c
013625,b27d1f0c
013627,e2ae200c
013631,e2889a0c
013632,0cdc290b
013635,e282200c
013738,72c8970c
013740,b27d1f0c
013742,e2ae200c
013743,e282200c
013745,e2889a0c
013747,324bfa0b
013927,72c8970c
013929,b27d1f0c
013934,e2ae200c
013937,0cdc290b
014203,72c8970c
014204,b27d1f0c
014207,e2ae200c
014208,0cdc290b
014545,72c8970c
014547,b27d1f0c
014549,e2ae200c
014551,0cdc290b
014810,324bfa0b
014812,e2889a0c
014815,e282200c
014819,0cdc290b
015005,72c8970c
015006,324bfa0b
015011,e282200c
015014,e2889a0c
015254,b27d1f0c
015257,72c8970c
015259,324bfa0b
015300,e282200c
015327,b27d1f0c
015403,e2ae200c
015502,0cdc290b
015508,e2889a0c
020142,72c8970c
020143,324bfa0b
020145,b27d1f0c
020147,e2ae200c
020149,0cdc290b
020209,72c8970c
020334,8262f20b
020336,3274440c
020338,2275f70b
020340,1249fb0b
020623,1249fb0b
020626,2275f70b
020628,3274440c
020629,8262f20b
020905,1249fb0b
020907,8262f20b
020909,3274440c
020910,2275f70b
021033,1249fb0b
021035,8262f20b
021036,3274440c
021037,2275f70b
021056,2275f70b
021141,2275f70b
021237,2275f70b
021240,3274440c
021241,8262f20b
021242,1249fb0b
021358,1249fb0b
021359,8262f20b
021401,3274440c
021402,2275f70b
021439,2275f70b
021440,3274440c
021442,8262f20b
021443,1249fb0b
021546,2275f70b
021547,3274440c
021549,8262f20b
021550,1249fb0b
021608,1249fb0b
021631,3274440c
021643,1249fb0b
021651,3274440c
021759,d2f3fb0b
021802,72c8970c
021804,324bfa0b
021807,b27d1f0c
021809,e2ae200c
021811,0cdc290b
021813,e2889a0c
021814,e282200c
022359,3274440c
022401,1249fb0b
022403,8262f20b
022405,2275f70b
022408,d2f3fb0b
022411,72c8970c
022520,3274440c
022521,1249fb0b
022525,8262f20b
022528,2275f70b
022548,e282200c
022550,e2889a0c
022552,0cdc290b
022555,e2ae200c
022643,3274440c
022650,1249fb0b
022658,d2f3fb0b
022701,d2f3fb0b
022755,d2f3fb0b
022756,1249fb0b
022758,3274440c
022800,8262f20b
022801,2275f70b
022803,72c8970c
022806,324bfa0b
022807,b27d1f0c
022809,e2ae200c
022833,e2ae200c
022841,d2f3fb0b
022911,0cdc290b
022913,e2889a0c
022917,e282200c
022919,d2f3fb0b
022921,1249fb0b
022922,3274440c
022924,8262f20b
022927,2275f70b
022928,72c8970c
022931,324bfa0b
022933,b27d1f0c
022935,e2ae200c
022940,ba71033c
022943,45880daa
023052,45880daa
024711,45880daa
024717,ba71033c
024718,45880daa
024724,0cdc290b
024727,e2889a0c
024732,e282200c
024735,1249fb0b
024741,d2f3fb0b
024751,3274440c
024754,8262f20b
024758,2275f70b
024800,72c8970c
024805,324bfa0b
024808,b27d1f0c
024810,e2ae200c
024949,ba71033c
025047,ba71033c
030558,e282200c
192307,45880daa
192519,45880daa
192535,1249fb0b
